cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf
56,-0.0016,0.0003,100.0,518.67,642.12,1581.49,1397.74,14.62,21.61,554.59,2387.98,9069.99,1.3,47.2,522.7,2387.92,8148.97,8.3772,0.03,391,2388,100.0,39.05,23.4661,213
132,0.0002,-0.0003,100.0,518.67,642.48,1588.38,1413.84,14.62,21.61,553.38,2388.08,9077.05,1.3,47.61,521.11,2388.1,8152.88,8.4447,0.03,394,2388,100.0,38.76,23.3597,61
27,0.0033,-0.0002,100.0,518.67,642.34,1581.22,1402.89,14.62,21.61,554.3,2388.03,9058.81,1.3,47.41,522.45,2388.02,8134.67,8.4042,0.03,392,2388,100.0,39.02,23.3972,180
237,-0.0017,-0.0001,100.0,518.67,642.58,1591.62,1405.0,14.62,21.61,553.62,2388.11,9063.02,1.3,47.66,521.32,2388.12,8139.58,8.4404,0.03,395,2388,100.0,38.88,23.3065,99
93,-0.002,0.0002,100.0,518.67,642.88,1591.43,1412.18,14.62,21.61,553.06,2388.12,9060.05,1.3,47.66,521.4,2388.1,8133.83,8.4419,0.03,392,2388,100.0,38.77,23.313,102
262,-0.0003,0.0003,100.0,518.67,643.88,1597.72,1428.55,14.62,21.61,552.76,2388.16,9088.32,1.3,47.81,520.56,2388.15,8168.5,8.5308,0.03,395,2388,100.0,38.54,23.049,21
151,-0.0008,-0.0001,100.0,518.67,642.88,1595.61,1402.92,14.62,21.61,553.62,2388.15,9051.67,1.3,47.66,521.57,2388.11,8135.52,8.4295,0.03,393,2388,100.0,38.83,23.2362,34
3,0.0029,0.0001,100.0,518.67,642.7,1588.63,1404.26,14.62,21.61,553.52,2388.01,9058.85,1.3,47.33,521.66,2388.09,8138.18,8.4268,0.03,392,2388,100.0,38.83,23.363,155
89,0.0004,0.0004,100.0,518.67,641.92,1588.82,1400.71,14.62,21.61,554.55,2388.02,9067.82,1.3,47.2,522.04,2388.01,8151.07,8.4119,0.03,392,2388,100.0,39.01,23.4373,142
87,-0.0032,-0.0001,100.0,518.67,642.54,1585.19,1398.61,14.62,21.61,554.57,2388.01,9065.1,1.3,47.24,522.33,2388.01,8142.62,8.4166,0.03,392,2388,100.0,38.99,23.4356,98
41,-0.0012,-0.0004,100.0,518.67,642.46,1595.11,1415.71,14.62,21.61,552.83,2388.11,9061.42,1.3,47.61,520.8,2388.17,8133.3,8.4615,0.03,393,2388,100.0,38.78,23.3384,168
40,-0.0014,-0.0002,100.0,518.67,642.65,1586.32,1398.67,14.62,21.61,553.61,2388.08,9055.92,1.3,47.51,521.77,2388.14,8128.26,8.4254,0.03,393,2388,100.0,38.62,23.394,155
76,-0.002,-0.0003,100.0,518.67,642.1,1588.98,1405.72,14.62,21.61,553.95,2388.03,9063.7,1.3,47.36,521.43,2388.12,8136.6,8.4303,0.03,392,2388,100.0,38.97,23.3629,96
158,-0.0003,-0.0003,100.0,518.67,643.19,1593.16,1421.83,14.62,21.61,553.21,2388.1,9134.44,1.3,47.74,521.26,2388.07,8204.2,8.4977,0.03,394,2388,100.0,38.56,23.1803,21
197,-0.0014,-0.0001,100.0,518.67,642.82,1596.08,1407.81,14.62,21.61,553.82,2388.13,9089.76,1.3,47.65,521.07,2388.01,8168.93,8.4764,0.03,392,2388,100.0,38.78,23.217,43
2,-0.0006,0.0003,100.0,518.67,641.68,1583.38,1391.57,14.62,21.61,554.44,2388.0,9048.32,1.3,47.05,522.92,2388.0,8143.46,8.4237,0.03,391,2388,100.0,39.07,23.5368,229
101,-0.0018,0.0005,100.0,518.67,642.78,1590.13,1408.17,14.62,21.61,553.87,2388.05,9064.79,1.3,47.65,521.67,2388.07,8140.61,8.4469,0.03,393,2388,100.0,38.82,23.3281,54
18,-0.0027,0.0001,100.0,518.67,642.63,1589.33,1404.53,14.62,21.61,554.07,2388.09,9050.6,1.3,47.52,520.19,2388.08,8137.14,8.4085,0.03,393,2388,100.0,38.9,23.3501,216
83,-0.0007,-0.0004,100.0,518.67,642.27,1591.3,1398.73,14.62,21.61,553.79,2388.0,9062.92,1.3,47.51,522.02,2388.01,8143.8,8.3789,0.03,393,2388,100.0,39.0,23.4426,96
156,0.0015,0.0001,100.0,518.67,642.53,1585.24,1395.35,14.62,21.61,553.74,2388.01,9074.03,1.3,47.39,521.64,2388.04,8148.93,8.4294,0.03,391,2388,100.0,38.96,23.4702,120
91,0.0019,0.0005,100.0,518.67,642.23,1587.53,1406.15,14.62,21.61,553.74,2388.11,9059.57,1.3,47.5,521.95,2388.09,8140.93,8.3853,0.03,393,2388,100.0,38.8,23.1624,90
57,-0.0009,0.0001,100.0,518.67,642.36,1584.49,1404.11,14.62,21.61,553.68,2388.03,9050.36,1.3,47.35,522.08,2388.04,8131.93,8.4175,0.03,392,2388,100.0,38.76,23.4331,279
215,-0.0012,0.0002,100.0,518.67,642.23,1594.07,1417.42,14.62,21.61,552.95,2388.1,9079.45,1.3,47.94,521.17,2388.07,8149.44,8.4582,0.03,394,2388,100.0,38.66,23.2131,44
202,0.0009,-0.0005,100.0,518.67,642.41,1593.07,1419.26,14.62,21.61,553.24,2388.16,9077.6,1.3,47.59,521.25,2388.15,8151.78,8.4808,0.03,394,2388,100.0,38.63,23.2194,29
210,0.0016,0.0003,100.0,518.67,642.86,1597.65,1421.63,14.62,21.61,551.88,2388.16,9143.5,1.3,48.19,520.4,2388.15,8212.79,8.5217,0.03,396,2388,100.0,38.24,23.0194,6
66,0.0034,-0.0002,100.0,518.67,642.68,1586.39,1403.29,14.62,21.61,553.59,2388.13,9057.5,1.3,47.58,521.86,2388.07,8142.94,8.4566,0.03,395,2388,100.0,38.83,23.2897,97
12,-0.0033,-0.0001,100.0,518.67,642.54,1588.43,1406.14,14.62,21.61,553.56,2388.09,9036.03,1.3,47.15,521.64,2388.11,8126.57,8.4262,0.03,393,2388,100.0,38.92,23.383,201
100,0.0008,0.0002,100.0,518.67,643.05,1586.24,1413.31,14.62,21.61,552.83,2388.12,9060.37,1.3,47.81,521.4,2388.12,8138.27,8.4424,0.03,392,2388,100.0,38.82,23.1501,58
140,0.0011,0.0002,100.0,518.67,641.95,1593.87,1408.24,14.62,21.61,553.36,2388.05,9070.74,1.3,47.33,521.73,2388.07,8145.71,8.4229,0.03,393,2388,100.0,38.87,23.204,173
187,-0.001,0.0004,100.0,518.67,643.94,1608.22,1420.22,14.62,21.61,551.99,2388.16,9143.25,1.3,47.9,520.9,2388.1,8207.12,8.4587,0.03,394,2388,100.0,38.46,23.0604,12
97,-0.0024,-0.0004,100.0,518.67,643.35,1593.93,1414.77,14.62,21.61,552.53,2388.19,9049.73,1.3,47.73,520.65,2388.21,8133.38,8.4733,0.03,394,2388,100.0,38.66,23.1952,38
259,-0.0004,-0.0,100.0,518.67,644.11,1593.8,1421.9,14.62,21.61,552.41,2388.18,9081.07,1.3,47.82,520.29,2388.13,8160.1,8.4978,0.03,396,2388,100.0,38.31,23.1363,24
99,-0.0023,-0.0003,100.0,518.67,643.0,1591.02,1411.01,14.62,21.61,553.51,2388.11,9054.78,1.3,47.51,521.38,2388.13,8134.16,8.4288,0.03,392,2388,100.0,38.97,23.3249,114
103,0.0013,-0.0001,100.0,518.67,643.52,1592.63,1412.81,14.62,21.61,553.34,2388.15,9067.29,1.3,47.69,521.18,2388.11,8145.31,8.4221,0.03,394,2388,100.0,38.66,23.3003,60
37,0.0035,-0.0,100.0,518.67,642.34,1582.27,1398.8,14.62,21.61,553.36,2388.06,9058.48,1.3,47.36,522.05,2388.0,8145.0,8.4271,0.03,392,2388,100.0,38.81,23.2336,276
246,-0.0015,-0.0001,100.0,518.67,643.17,1595.48,1418.44,14.62,21.61,552.39,2388.12,9130.5,1.3,48.07,520.32,2388.1,8202.59,8.5432,0.03,396,2388,100.0,38.64,23.1938,11
76,0.0013,-0.0003,100.0,518.67,642.76,1588.78,1409.33,14.62,21.61,553.19,2388.12,9057.88,1.3,47.65,521.72,2388.11,8139.66,8.477,0.03,394,2388,100.0,38.76,23.3218,87
165,-0.0034,0.0002,100.0,518.67,642.48,1586.57,1408.63,14.62,21.61,553.88,2388.05,9067.5,1.3,47.34,521.74,2388.11,8152.62,8.4178,0.03,393,2388,100.0,39.01,23.3804,94
231,-0.001,0.0001,100.0,518.67,643.23,1596.6,1428.33,14.62,21.61,551.6,2388.24,9090.13,1.3,48.22,519.11,2388.21,8160.8,8.5254,0.03,396,2388,100.0,38.25,23.126,0
27,-0.0008,0.0,100.0,518.67,642.32,1582.39,1399.68,14.62,21.61,554.52,2388.05,9063.78,1.3,47.21,521.72,2388.06,8142.36,8.3758,0.03,391,2388,100.0,39.06,23.4295,126
109,0.0007,-0.0004,100.0,518.67,642.75,1593.87,1402.88,14.62,21.61,552.81,2388.13,9053.91,1.3,47.71,521.27,2388.14,8128.1,8.4658,0.03,394,2388,100.0,38.69,23.3219,158
54,-0.0003,0.0004,100.0,518.67,642.19,1584.19,1402.12,14.62,21.61,553.58,2388.04,9062.08,1.3,47.44,521.96,2388.07,8144.21,8.45,0.03,391,2388,100.0,38.98,23.3205,93
25,0.0018,-0.0003,100.0,518.67,642.71,1586.02,1399.81,14.62,21.61,553.95,2388.1,9050.83,1.3,47.54,521.84,2388.08,8122.29,8.4139,0.03,393,2388,100.0,38.91,23.3409,145
151,0.0001,-0.0,100.0,518.67,642.57,1594.96,1413.07,14.62,21.61,553.68,2388.07,9088.89,1.3,47.63,521.7,2388.08,8165.97,8.4672,0.03,395,2388,100.0,38.92,23.0812,42
128,-0.0031,-0.0001,100.0,518.67,642.85,1597.51,1414.31,14.62,21.61,552.44,2388.08,9072.89,1.3,47.73,521.36,2388.12,8154.11,8.4636,0.03,393,2388,100.0,38.79,23.2286,67
59,-0.0022,0.0002,100.0,518.67,642.43,1591.48,1399.67,14.62,21.61,553.6,2388.07,9056.32,1.3,47.41,522.12,2388.06,8137.49,8.4002,0.03,394,2388,100.0,38.96,23.4055,303
135,-0.0015,0.0001,100.0,518.67,642.63,1589.76,1403.08,14.62,21.61,554.57,2388.06,9064.12,1.3,47.36,521.77,2388.06,8141.01,8.4094,0.03,393,2388,100.0,38.91,23.2903,105
214,-0.0013,0.0001,100.0,518.67,643.13,1594.97,1413.88,14.62,21.61,552.92,2388.12,9167.78,1.3,47.81,520.44,2388.12,8235.98,8.4626,0.03,395,2388,100.0,38.79,23.1464,17
121,0.0019,-0.0004,100.0,518.67,642.61,1596.47,1408.81,14.62,21.61,552.8,2388.08,9066.33,1.3,47.53,520.77,2388.06,8142.16,8.4261,0.03,393,2388,100.0,38.78,23.349,72
4,0.0014,0.0002,100.0,518.67,641.72,1588.51,1400.78,14.62,21.6,554.04,2388.1,9046.95,1.3,47.28,522.25,2387.99,8134.42,8.4152,0.03,391,2388,100.0,39.3,23.3648,213
146,-0.0004,-0.0001,100.0,518.67,642.92,1595.09,1423.38,14.62,21.61,552.33,2388.14,9093.03,1.3,47.9,520.55,2388.13,8168.47,8.4484,0.03,392,2388,100.0,38.52,23.2738,39
46,0.0023,-0.0001,100.0,518.67,643.17,1586.89,1404.33,14.62,21.61,554.05,2388.01,9045.6,1.3,47.23,521.88,2388.09,8134.12,8.3975,0.03,392,2388,100.0,38.89,23.3192,167
204,0.0031,-0.0003,100.0,518.67,643.38,1604.93,1435.38,14.62,21.61,551.59,2388.24,9046.98,1.3,48.04,519.92,2388.28,8120.93,8.4576,0.03,396,2388,100.0,38.51,23.064,3
18,0.0016,0.0004,100.0,518.67,642.63,1593.01,1398.91,14.62,21.61,554.41,2388.08,9063.0,1.3,47.33,521.94,2388.02,8140.57,8.4055,0.03,392,2388,100.0,38.87,23.424,344
110,-0.0019,0.0001,100.0,518.67,643.05,1601.65,1413.05,14.62,21.61,553.03,2388.08,9066.92,1.3,47.7,520.95,2388.09,8143.01,8.4593,0.03,394,2388,100.0,38.89,23.1446,78
7,-0.0009,-0.0003,100.0,518.67,642.88,1590.24,1397.64,14.62,21.61,553.7,2388.02,9060.9,1.3,47.54,521.84,2388.07,8139.49,8.4064,0.03,393,2388,100.0,38.99,23.2404,193
14,0.0001,-0.0004,100.0,518.67,642.44,1588.9,1413.77,14.62,21.61,553.13,2388.14,9048.68,1.3,47.53,521.1,2388.15,8126.84,8.4481,0.03,394,2388,100.0,38.82,23.3671,136
167,-0.0034,-0.0005,100.0,518.67,642.73,1586.11,1407.23,14.62,21.61,552.51,2388.05,9079.35,1.3,47.38,521.92,2388.09,8147.15,8.4243,0.03,391,2388,100.0,38.97,23.3456,64
146,0.0018,0.0,100.0,518.67,643.75,1594.2,1419.61,14.62,21.61,551.29,2388.22,9061.91,1.3,48.09,519.89,2388.22,8129.8,8.5318,0.03,395,2388,100.0,38.59,23.1861,12
126,-0.0007,-0.0005,100.0,518.67,642.93,1593.66,1408.19,14.62,21.61,553.54,2388.07,9073.0,1.3,47.51,521.92,2388.04,8151.66,8.4659,0.03,394,2388,100.0,38.8,23.295,72
51,-0.0017,-0.0001,100.0,518.67,642.96,1589.7,1403.49,14.62,21.61,553.4,2388.09,9058.62,1.3,47.4,521.78,2388.05,8126.89,8.4431,0.03,392,2388,100.0,38.96,23.3578,142
214,0.0022,0.0002,100.0,518.67,642.87,1586.43,1415.25,14.62,21.61,553.41,2388.14,9070.02,1.3,47.74,521.44,2388.13,8147.08,8.4723,0.03,395,2388,100.0,38.66,23.2265,45
191,-0.0026,-0.0001,100.0,518.67,643.22,1600.93,1425.71,14.62,21.61,551.74,2388.23,9072.43,1.3,47.99,519.83,2388.26,8149.14,8.531,0.03,397,2388,100.0,38.45,23.0688,11
15,-0.0021,-0.0004,100.0,518.67,642.25,1579.36,1393.54,14.62,21.61,554.83,2387.96,9058.21,1.3,47.18,521.83,2388.02,8148.24,8.3826,0.03,392,2388,100.0,39.08,23.4616,180
121,-0.0047,-0.0002,100.0,518.67,643.06,1594.49,1420.97,14.62,21.61,552.88,2388.06,9082.8,1.3,47.57,521.14,2388.1,8155.25,8.4502,0.03,394,2388,100.0,38.69,23.2251,42
97,0.0018,0.0002,100.0,518.67,642.84,1578.81,1416.06,14.62,21.61,554.15,2388.04,9069.26,1.3,47.46,521.8,2388.11,8156.48,8.434,0.03,395,2388,100.0,38.87,23.3329,61
29,-0.0016,0.0,100.0,518.67,642.15,1594.17,1399.51,14.62,21.61,554.0,2388.08,9051.46,1.3,47.23,522.14,2388.03,8136.91,8.4036,0.03,391,2388,100.0,38.96,23.3564,156
115,-0.0025,0.0005,100.0,518.67,642.93,1588.06,1416.35,14.62,21.61,552.44,2388.22,9044.55,1.3,47.62,521.01,2388.18,8121.01,8.4679,0.03,393,2388,100.0,38.7,23.3029,98
148,0.0038,0.0002,100.0,518.67,642.3,1587.05,1403.75,14.62,21.61,554.27,2388.04,9057.08,1.3,47.47,521.65,2388.04,8142.45,8.4229,0.03,393,2388,100.0,39.08,23.3833,83
61,0.0,0.0002,100.0,518.67,643.24,1595.27,1413.96,14.62,21.61,553.3,2388.12,9040.45,1.3,47.87,521.17,2388.12,8118.39,8.4707,0.03,394,2388,100.0,38.89,23.2791,127
115,0.0017,0.0,100.0,518.67,643.11,1584.82,1399.39,14.62,21.61,552.89,2388.04,9064.63,1.3,47.61,521.77,2388.05,8149.17,8.4147,0.03,394,2388,100.0,38.83,23.3361,74
73,0.0016,-0.0001,100.0,518.67,641.97,1584.99,1402.35,14.62,21.61,554.79,2388.06,9053.62,1.3,47.35,522.39,2388.02,8133.04,8.4188,0.03,392,2388,100.0,39.07,23.3817,144
28,0.0037,0.0005,100.0,518.67,642.04,1581.6,1397.45,14.62,21.61,554.77,2387.99,9053.78,1.3,46.99,522.68,2387.93,8136.55,8.3734,0.03,390,2388,100.0,38.95,23.4395,259
98,-0.0024,0.0003,100.0,518.67,642.79,1589.34,1404.17,14.62,21.61,553.11,2388.08,9068.4,1.3,47.64,521.56,2388.09,8144.6,8.4425,0.03,393,2388,100.0,38.83,23.2491,102
184,0.0031,-0.0,100.0,518.67,642.66,1592.94,1412.79,14.62,21.61,553.72,2388.08,9059.53,1.3,47.37,521.2,2388.04,8141.79,8.3923,0.03,393,2388,100.0,38.79,23.2366,157
105,0.0002,-0.0003,100.0,518.67,642.58,1593.8,1414.52,14.62,21.61,553.57,2388.05,9064.91,1.3,47.59,521.19,2388.11,8143.25,8.4567,0.03,392,2388,100.0,38.91,23.3025,67
64,-0.0012,0.0003,100.0,518.67,641.98,1592.33,1404.65,14.62,21.61,554.26,2388.03,9048.12,1.3,47.17,522.4,2388.07,8129.15,8.3968,0.03,391,2388,100.0,38.92,23.3508,153
162,-0.0005,-0.0003,100.0,518.67,641.97,1587.8,1403.67,14.62,21.61,553.61,2387.98,9079.11,1.3,47.29,521.98,2388.07,8157.64,8.3727,0.03,392,2388,100.0,39.0,23.2856,114
101,0.0017,0.0005,100.0,518.67,642.49,1594.92,1419.53,14.62,21.61,553.13,2388.19,9034.71,1.3,47.68,521.22,2388.17,8121.86,8.4841,0.03,395,2388,100.0,38.79,23.2526,87
160,0.0005,0.0003,100.0,518.67,642.84,1587.29,1401.22,14.62,21.61,554.4,2388.05,9057.21,1.3,47.34,522.15,2388.06,8135.29,8.3912,0.03,392,2388,100.0,38.96,23.2955,133
14,-0.0015,0.0003,100.0,518.67,641.51,1586.26,1389.83,14.62,21.61,554.98,2388.02,9055.74,1.3,47.17,522.23,2387.98,8136.42,8.4187,0.03,391,2388,100.0,38.95,23.4868,193
51,0.0009,0.0004,100.0,518.67,642.2,1581.49,1395.73,14.62,21.61,554.68,2388.05,9054.29,1.3,47.21,521.94,2387.99,8131.68,8.3834,0.03,392,2388,100.0,38.95,23.4952,171
21,0.002,-0.0003,100.0,518.67,642.87,1585.17,1406.47,14.62,21.61,554.09,2388.02,9055.45,1.3,47.3,522.4,2388.03,8138.16,8.4232,0.03,392,2388,100.0,39.13,23.4456,186
75,0.0012,0.0004,100.0,518.67,642.2,1589.25,1397.92,14.62,21.61,554.47,2387.99,9061.14,1.3,47.21,522.2,2387.95,8142.93,8.4315,0.03,392,2388,100.0,39.0,23.3564,90
207,-0.0011,0.0003,100.0,518.67,643.65,1594.19,1419.36,14.62,21.61,552.55,2388.18,9087.64,1.3,47.62,520.85,2388.18,8162.36,8.476,0.03,396,2388,100.0,38.64,23.0937,51
169,-0.0038,-0.0004,100.0,518.67,643.08,1585.13,1402.83,14.62,21.61,553.12,2388.13,9063.16,1.3,47.59,521.39,2388.06,8135.25,8.4467,0.03,393,2388,100.0,38.81,23.217,62
173,0.0016,-0.0004,100.0,518.67,642.57,1590.28,1410.64,14.62,21.61,552.66,2388.04,9058.45,1.3,47.53,521.4,2388.09,8139.4,8.4333,0.03,392,2388,100.0,38.79,23.338,61
178,-0.0014,-0.0004,100.0,518.67,642.68,1596.45,1423.78,14.62,21.61,552.5,2388.12,9129.45,1.3,47.96,521.11,2388.1,8200.12,8.463,0.03,395,2388,100.0,38.59,23.1172,17
129,0.0014,0.0004,100.0,518.67,642.82,1591.14,1416.38,14.62,21.61,553.37,2388.16,9071.56,1.3,47.64,520.99,2388.12,8154.07,8.4504,0.03,394,2388,100.0,38.67,23.2955,69
193,0.0026,0.0003,100.0,518.67,644.01,1595.95,1427.62,14.62,21.61,551.86,2388.25,9052.23,1.3,48.2,519.28,2388.29,8126.56,8.5148,0.03,395,2388,100.0,38.44,22.9821,1
32,0.0006,0.0,100.0,518.67,642.14,1584.56,1396.39,14.62,21.61,553.74,2388.01,9059.11,1.3,47.29,522.27,2388.03,8142.29,8.3852,0.03,391,2388,100.0,39.0,23.4328,175
88,0.0001,0.0,100.0,518.67,642.18,1594.32,1410.51,14.62,21.61,553.5,2388.14,9050.11,1.3,47.39,521.38,2388.08,8135.56,8.426,0.03,393,2388,100.0,38.98,23.381,107
118,-0.002,0.0001,100.0,518.67,642.92,1581.42,1409.37,14.62,21.61,553.85,2388.13,9070.13,1.3,47.52,521.41,2388.09,8147.61,8.4185,0.03,393,2388,100.0,38.88,23.2728,75
126,0.0049,0.0001,100.0,518.67,643.23,1595.68,1422.67,14.62,21.61,551.92,2388.19,9093.06,1.3,47.96,520.24,2388.19,8155.93,8.5038,0.03,394,2388,100.0,38.68,23.1466,11
214,0.0016,-0.0005,100.0,518.67,643.6,1598.48,1423.82,14.62,21.61,551.9,2388.22,9071.33,1.3,47.96,519.91,2388.26,8143.42,8.5085,0.03,396,2388,100.0,38.55,22.9923,20
123,-0.0034,-0.0001,100.0,518.67,642.64,1595.56,1409.84,14.62,21.61,553.95,2388.11,9053.39,1.3,47.35,522.47,2388.11,8133.4,8.4124,0.03,393,2388,100.0,38.79,23.2066,94
107,-0.0012,-0.0004,100.0,518.67,642.23,1584.57,1397.36,14.62,21.61,554.64,2387.99,9053.56,1.3,47.14,522.31,2388.01,8141.49,8.3913,0.03,393,2388,100.0,39.13,23.3586,186
6,-0.0029,0.0001,100.0,518.67,642.9,1594.93,1401.3,14.62,21.61,554.22,2388.08,9059.7,1.3,47.68,521.37,2388.03,8140.32,8.4711,0.03,393,2388,100.0,38.93,23.3299,203
104,0.0009,0.0004,100.0,518.67,643.01,1592.07,1405.21,14.62,21.61,552.6,2388.12,9048.93,1.3,47.63,520.98,2388.12,8132.8,8.44,0.03,393,2388,100.0,38.73,23.3792,154
28,0.001,-0.0001,100.0,518.67,641.88,1582.39,1396.46,14.62,21.61,555.12,2387.95,9064.43,1.3,47.35,522.24,2388.02,8152.92,8.3847,0.03,390,2388,100.0,39.19,23.494,173
184,-0.0044,-0.0003,100.0,518.67,642.32,1597.43,1411.04,14.62,21.61,553.02,2388.04,9141.55,1.3,47.67,521.17,2387.98,8212.66,8.4653,0.03,394,2388,100.0,38.91,23.2087,29
86,-0.0012,0.0003,100.0,518.67,641.85,1590.03,1397.76,14.62,21.6,555.11,2388.0,9070.16,1.3,47.34,522.19,2388.04,8151.41,8.3789,0.03,392,2388,100.0,39.07,23.2998,173
76,0.0011,-0.0,100.0,518.67,642.21,1595.24,1397.85,14.62,21.61,554.71,2387.99,9061.51,1.3,47.3,522.07,2388.01,8145.33,8.378,0.03,392,2388,100.0,39.0,23.3428,131
51,-0.0026,0.0001,100.0,518.67,641.7,1594.67,1404.76,14.62,21.6,554.24,2387.99,9065.89,1.3,47.42,522.22,2388.0,8138.58,8.3682,0.03,392,2388,100.0,39.15,23.4456,242
103,-0.0019,-0.0001,100.0,518.67,642.93,1586.33,1402.16,14.62,21.61,553.37,2388.12,9056.7,1.3,47.52,522.04,2388.07,8138.31,8.4324,0.03,392,2388,100.0,39.02,23.2328,92
27,-0.0001,-0.0002,100.0,518.67,642.22,1582.69,1394.22,14.62,21.6,554.27,2388.01,9070.7,1.3,47.01,522.5,2387.98,8153.92,8.4066,0.03,390,2388,100.0,38.97,23.3803,242
163,-0.0013,-0.0001,100.0,518.67,642.69,1585.73,1403.17,14.62,21.61,553.86,2388.1,9060.3,1.3,47.45,521.57,2388.14,8136.67,8.4195,0.03,393,2388,100.0,38.91,23.3211,71
9,-0.0013,-0.0002,100.0,518.67,642.1,1580.37,1398.73,14.62,21.61,554.04,2388.02,9065.66,1.3,47.22,522.47,2387.96,8143.39,8.4109,0.03,391,2388,100.0,39.15,23.3135,248
82,0.004,0.0,100.0,518.67,642.39,1589.81,1401.18,14.62,21.61,553.91,2388.08,9048.36,1.3,47.39,522.01,2388.04,8141.53,8.4046,0.03,391,2388,100.0,38.97,23.3228,103
155,0.0029,-0.0002,100.0,518.67,642.53,1588.23,1404.33,14.62,21.61,553.84,2388.12,9072.93,1.3,47.57,521.77,2388.1,8140.86,8.4562,0.03,392,2388,100.0,38.86,23.4205,76
24,-0.0019,-0.0002,100.0,518.67,642.34,1593.9,1399.81,14.62,21.61,554.3,2388.13,9043.7,1.3,47.47,521.64,2388.13,8134.01,8.4196,0.03,393,2388,100.0,38.9,23.4299,189
153,-0.0007,-0.0004,100.0,518.67,643.06,1593.88,1425.5,14.62,21.61,551.2,2388.23,9051.41,1.3,47.93,520.25,2388.21,8130.45,8.5024,0.03,396,2388,100.0,38.55,23.2636,17
103,0.0007,-0.0002,100.0,518.67,641.93,1591.69,1404.09,14.62,21.61,553.74,2388.1,9048.79,1.3,47.39,521.88,2388.08,8138.92,8.3981,0.03,393,2388,100.0,38.85,23.3627,99
248,0.0009,0.0002,100.0,518.67,643.03,1599.03,1417.35,14.62,21.61,552.62,2388.19,9080.49,1.3,47.98,520.42,2388.15,8158.02,8.5077,0.03,394,2388,100.0,38.52,23.1564,35
192,0.0007,-0.0,100.0,518.67,643.59,1600.12,1427.12,14.62,21.61,550.78,2388.17,9194.97,1.3,48.2,520.13,2388.14,8256.0,8.5137,0.03,395,2388,100.0,38.5,23.0127,1
114,0.0007,0.0004,100.0,518.67,642.22,1586.35,1396.42,14.62,21.61,553.73,2387.98,9067.8,1.3,47.25,522.17,2388.07,8152.25,8.4315,0.03,393,2388,100.0,39.0,23.3964,117
137,0.0001,0.0004,100.0,518.67,642.4,1586.21,1408.87,14.62,21.61,553.53,2388.04,9062.31,1.3,47.49,521.84,2388.08,8132.49,8.3908,0.03,391,2388,100.0,38.89,23.4165,225
71,0.0033,0.0005,100.0,518.67,641.76,1583.8,1394.25,14.62,21.61,554.25,2388.04,9056.84,1.3,47.32,522.16,2388.05,8138.88,8.3968,0.03,392,2388,100.0,38.95,23.4043,151
118,0.0001,0.0004,100.0,518.67,642.77,1595.99,1409.54,14.62,21.61,553.44,2388.11,9069.89,1.3,47.58,521.06,2388.07,8147.21,8.4613,0.03,393,2388,100.0,38.64,23.1857,67
63,-0.0011,0.0004,100.0,518.67,642.94,1582.5,1392.37,14.62,21.6,553.87,2388.01,9055.65,1.3,47.22,522.24,2388.01,8139.01,8.3818,0.03,392,2388,100.0,39.02,23.4342,136
200,-0.0014,-0.0004,100.0,518.67,643.4,1602.89,1431.95,14.62,21.61,552.29,2388.44,9224.87,1.3,47.98,520.35,2388.44,8279.79,8.4968,0.03,397,2388,100.0,38.43,23.1008,1
70,-0.0017,0.0002,100.0,518.67,642.64,1587.58,1396.18,14.62,21.61,553.9,2388.05,9071.74,1.3,47.34,521.93,2388.03,8147.84,8.4357,0.03,394,2388,100.0,38.98,23.449,86
116,-0.0043,0.0004,100.0,518.67,642.19,1593.04,1401.12,14.62,21.61,553.7,2388.01,9057.86,1.3,47.24,522.27,2388.02,8139.99,8.4027,0.03,392,2388,100.0,38.95,23.1733,246
45,-0.0005,-0.0002,100.0,518.67,642.48,1586.36,1411.92,14.62,21.61,553.51,2388.13,9039.86,1.3,47.67,521.39,2388.09,8119.3,8.4862,0.03,394,2388,100.0,38.81,23.3143,213
192,0.0014,0.0004,100.0,518.67,643.7,1602.26,1425.02,14.62,21.61,551.89,2388.15,9143.79,1.3,48.02,520.34,2388.21,8198.45,8.5053,0.03,397,2388,100.0,38.43,23.11,7
240,0.0018,-0.0,100.0,518.67,643.03,1592.03,1428.36,14.62,21.61,552.29,2388.11,9131.71,1.3,47.88,520.16,2388.18,8192.72,8.4794,0.03,396,2388,100.0,38.62,23.1185,17
99,-0.0008,0.0,100.0,518.67,642.3,1584.06,1398.71,14.62,21.61,554.68,2388.05,9064.69,1.3,47.28,522.39,2388.0,8143.29,8.4094,0.03,391,2388,100.0,38.98,23.2732,135
254,0.0004,-0.0001,100.0,518.67,643.6,1601.94,1432.25,14.62,21.61,551.76,2388.16,9144.87,1.3,48.02,520.33,2388.16,8210.36,8.5299,0.03,395,2388,100.0,38.46,23.1186,4
40,0.001,-0.0003,100.0,518.67,642.4,1588.45,1392.94,14.62,21.61,555.21,2388.03,9058.37,1.3,47.17,522.26,2388.06,8143.4,8.3881,0.03,391,2388,100.0,39.03,23.3655,159
